longitude,latitude,clc_quartier,clc_secteur,haut_tot,haut_tronc,tronc_diam,fk_arb_etat,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,age_estim,fk_prec_estim,clc_nbr_diag,fk_nomtech,villeca,feuillage,remarquable
3.2686778980916245,49.836771490886164,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,110.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2684891765030604,49.836690672182,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,5.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2683265978609035,49.83661587104197,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,5.0,103.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2644474579549296,49.83485106460306,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,160.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.264081476895156,49.83469510633891,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2639034150127553,49.834610573696686,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,160.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.263719806718418,49.834519396616585,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,5.0,163.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.263381048264875,49.834364800893226,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,139.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2614102693684934,49.83348707488355,Quartier Saint-Martin - Oëstres,Rue de Paris,11.0,3.0,142.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.259813743893175,49.832747600002314,Quartier Saint-Martin - Oëstres,Rue de Paris,11.0,4.0,160.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2596338762769332,49.83266687055828,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,5.0,110.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2594435957529773,49.83257455610548,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,125.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2593006728613987,49.83250782823191,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,138.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2589132043395206,49.83233560309981,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,125.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.258645777370354,49.832210664331164,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2585013674586003,49.832140134836514,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,150.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2555630812273786,49.830950085625076,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,3.0,130.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2553910291612764,49.83088441255169,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,150.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2540679279877156,49.83039684016489,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,105.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2539602015529114,49.83035714069742,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,120.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2538137740893767,49.83030317854162,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2536831939149216,49.83025505820205,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.252901387823905,49.829966940855485,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,130.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2524220334375062,49.82978522278478,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.252117065240142,49.82967930289011,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,110.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.252003672805389,49.82963609667133,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,3.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2516270377732055,49.829639608294805,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,165.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.25174335647579,49.82968001522086,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2519122073760642,49.829741445277456,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.252218666913841,49.829850356365405,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,130.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2531478003458245,49.83019720450822,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,130.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2532987344494564,49.83025203794781,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,125.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.253718415512676,49.83040638550117,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,150.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.253873033084023,49.83046263794332,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.253998943806601,49.830509916765685,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,110.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.254436286954228,49.83066812273872,Quartier Saint-Martin - Oëstres,Rue de Paris,8.0,3.0,100.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.255463789679889,49.831045433076696,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,130.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.255679537400293,49.831126988938,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,170.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.255860479268899,49.83118922038389,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,160.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.256020086301475,49.83125326744219,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,155.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,0.0,TILCOR,VILLE,Feuillu,Non
3.2570042558842527,49.83163152276924,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,190.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.257195290212421,49.83171223538657,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.257369975692365,49.831786081467236,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2575403620416905,49.83186245768275,Quartier Saint-Martin - Oëstres,Rue de Paris,11.0,3.0,170.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.257716863617719,49.83194209189766,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,5.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.258099367952467,49.8321155672166,Quartier Saint-Martin - Oëstres,Rue de Paris,11.0,3.0,150.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2584451152298115,49.83227237006227,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,5.0,145.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.258634569229209,49.83235849614086,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,5.0,125.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2587993836940194,49.83243366457215,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,160.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILTOM,VILLE,Feuillu,Non
3.258983041539745,49.832517426653034,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,120.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,4.0,TILCOR,VILLE,Feuillu,Non
3.2591769156625063,49.832605847284746,Quartier Saint-Martin - Oëstres,Rue de Paris,9.0,2.0,110.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.259326604722964,49.832674116627345,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,120.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.264867884030049,49.83519798740448,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,165.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.265246103943572,49.83536946025471,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,5.0,105.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2654249541160625,49.8354487097919,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,140.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.26556641554893,49.835514007562,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,100.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.265686500606809,49.835569118673426,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,3.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.265851066264317,49.83564286169396,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,2.0,120.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2660387001743,49.83572792708026,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,125.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.266205537418928,49.835803318719115,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,4.0,115.0,EN PLACE,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2663809908120256,49.83588387003842,Quartier Saint-Martin - Oëstres,Rue de Paris,10.0,5.0,135.0,EN PLACE,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.266726152886803,49.8360385728592,Quartier Saint-Martin - Oëstres,Rue de Paris,11.0,3.0,150.0,SUPPRIMÉ,Adulte,réduit relâché,gazon,Alignement,Non,50.0,10.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2709364034028976,49.844624081346076,Quartier Saint-Martin - Oëstres,Rue Jean Mermoz,13.0,4.0,160.0,EN PLACE,Adulte,réduit relâché,gazon,Isolé,Non,50.0,10.0,1.0,PLAACE,VILLE,Feuillu,Non
3.2707460320650554,49.84443984929569,Quartier Saint-Martin - Oëstres,Rue Jean Mermoz,12.0,3.0,160.0,Essouché,Adulte,réduit relâché,gazon,Isolé,Non,50.0,10.0,1.0,PLAACE,VILLE,Feuillu,Non
3.2706358658717707,49.844544668795244,Quartier Saint-Martin - Oëstres,Rue Jean Mermoz,12.0,3.0,185.0,EN PLACE,Adulte,réduit relâché,gazon,Isolé,Non,50.0,10.0,2.0,PLAACE,VILLE,Feuillu,Non
3.2708096607458805,49.84462530521096,Quartier Saint-Martin - Oëstres,Rue Jean Mermoz,13.0,4.0,155.0,EN PLACE,Adulte,réduit relâché,gazon,Isolé,Non,50.0,10.0,1.0,PLAACE,VILLE,Feuillu,Non
3.270950781375946,49.844588249597045,Quartier Saint-Martin - Oëstres,Rue Jean Mermoz,13.0,4.0,155.0,Essouché,Adulte,réduit relâché,gazon,Isolé,Non,50.0,10.0,2.0,PLAACE,VILLE,Feuillu,Non
3.29952722217028,49.8610959215424,Quartier de l'Europe,Avenue Robert Schuman,9.0,2.0,195.0,SUPPRIMÉ,Adulte,semi libre,Terre,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2994513539911163,49.861062214561684,Quartier de l'Europe,Avenue Robert Schuman,8.0,2.0,120.0,REMPLACÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2993698668206353,49.86102660777938,Quartier de l'Europe,Avenue Robert Schuman,9.0,2.0,180.0,REMPLACÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,2.0,CATBIG,VILLE,Feuillu,Non
3.2991750535160227,49.86095205068157,Quartier de l'Europe,Avenue Robert Schuman,9.0,2.0,190.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2990798930179857,49.860906878478026,Quartier de l'Europe,Avenue Robert Schuman,10.0,2.0,150.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,2.0,CATBIG,VILLE,Feuillu,Non
3.2990072096833862,49.86087536127446,Quartier de l'Europe,Avenue Robert Schuman,6.0,2.0,115.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.29885890935721,49.86080967390957,Quartier de l'Europe,Avenue Robert Schuman,11.0,2.0,150.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2987724787773423,49.860772211965156,Quartier de l'Europe,Avenue Robert Schuman,11.0,2.0,190.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.29866928636385,49.860726401757205,Quartier de l'Europe,Avenue Robert Schuman,11.0,2.0,175.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2985221794351354,49.86066104627549,Quartier de l'Europe,Avenue Robert Schuman,11.0,2.0,185.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2984358094086637,49.86062316497102,Quartier de l'Europe,Avenue Robert Schuman,11.0,2.0,155.0,SUPPRIMÉ,Adulte,semi libre,gazon,Alignement,Non,50.0,10.0,1.0,CATBIG,VILLE,Feuillu,Non
3.2982475790614716,49.86177045011201,Quartier de l'Europe,Ecole primaire Pierre Laroche,13.0,4.0,115.0,SUPPRIMÉ,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,1.0,TILCOR,VILLE,Feuillu,Non
3.2981922626265088,49.861742773997854,Quartier de l'Europe,Ecole primaire Pierre Laroche,14.0,4.0,110.0,SUPPRIMÉ,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,1.0,TILCOR,VILLE,Feuillu,Non
3.298132537745337,49.86171582289442,Quartier de l'Europe,Ecole primaire Pierre Laroche,14.0,4.0,115.0,SUPPRIMÉ,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,1.0,TILCOR,VILLE,Feuillu,Non
3.298078328635663,49.86168885776028,Quartier de l'Europe,Ecole primaire Pierre Laroche,13.0,4.0,125.0,SUPPRIMÉ,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,1.0,TILCOR,VILLE,Feuillu,Non
3.2947026927213083,49.849927096715106,Quartier Remicourt,Parc des Champs-Elysées,24.0,9.0,245.0,Essouché,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,ACEPLA,VILLE,Feuillu,Non
3.2980186052788865,49.86166190749377,Quartier de l'Europe,Ecole primaire Pierre Laroche,14.0,4.0,120.0,SUPPRIMÉ,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,1.0,TILCOR,VILLE,Feuillu,Non
3.2979632847667193,49.86163351833528,Quartier de l'Europe,Ecole primaire Pierre Laroche,14.0,4.0,150.0,SUPPRIMÉ,Adulte,réduit relâché,Terre,Alignement,Non,50.0,10.0,1.0,TILCOR,VILLE,Feuillu,Non
3.2936430869695976,49.850162689271215,Quartier Remicourt,Parc des Champs-Elysées,24.0,11.0,215.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.293710241768111,49.85010492791534,Quartier Remicourt,Parc des Champs-Elysées,24.0,12.0,210.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.293769288163446,49.850045440845584,Quartier Remicourt,Parc des Champs-Elysées,21.0,13.0,210.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.293895465066733,49.849924700412814,Quartier Remicourt,Parc des Champs-Elysées,24.0,13.0,190.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2939491015912963,49.84986348082642,Quartier Remicourt,Parc des Champs-Elysées,24.0,13.0,215.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2940109606474057,49.84981264896891,Quartier Remicourt,Parc des Champs-Elysées,24.0,12.0,195.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2940749465957224,49.849752476874016,Quartier Remicourt,Parc des Champs-Elysées,25.0,13.0,210.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2941379955171537,49.849689334817725,Quartier Remicourt,Parc des Champs-Elysées,24.0,14.0,195.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2942047333727817,49.84962856147908,Quartier Remicourt,Parc des Champs-Elysées,24.0,14.0,205.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.294280017850491,49.84961530685126,Quartier Remicourt,Parc des Champs-Elysées,20.0,14.0,180.0,Essouché,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2942160465799697,49.84967785612425,Quartier Remicourt,Parc des Champs-Elysées,23.0,13.0,190.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2940881035552163,49.84980295545957,Quartier Remicourt,Parc des Champs-Elysées,24.0,13.0,190.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.294025948569462,49.84986193532482,Quartier Remicourt,Parc des Champs-Elysées,24.0,13.0,200.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.293907137531153,49.84997690981282,Quartier Remicourt,Parc des Champs-Elysées,24.0,13.0,225.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.293780081387708,49.85009665810182,Quartier Remicourt,Parc des Champs-Elysées,24.0,16.0,175.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,3.0,TILCOR,VILLE,Feuillu,Non
3.2937188625080744,49.85015860682513,Quartier Remicourt,Parc des Champs-Elysées,24.0,13.0,190.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,1.0,TILCOR,VILLE,Feuillu,Non
3.293873124591494,49.85013506028348,Quartier Remicourt,Parc des Champs-Elysées,19.0,11.0,200.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,1.0,TILCOR,VILLE,Feuillu,Non
3.2940623073431814,49.84995157882222,Quartier Remicourt,Parc des Champs-Elysées,23.0,10.0,220.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,2.0,TILCOR,VILLE,Feuillu,Non
3.294245128652736,49.849780590050436,Quartier Remicourt,Parc des Champs-Elysées,25.0,14.0,215.0,Essouché,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,1.0,TILCOR,VILLE,Feuillu,Non
3.2943241024600796,49.849769703247865,Quartier Remicourt,Parc des Champs-Elysées,24.0,10.0,220.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,1.0,TILCOR,VILLE,Feuillu,Non
3.294332644385174,49.84981662862715,Quartier Remicourt,Parc des Champs-Elysées,24.0,10.0,260.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,130.0,30.0,2.0,TILCOR,VILLE,Feuillu,Non
3.2942055825656573,49.84993518795464,Quartier Remicourt,Parc des Champs-Elysées,23.0,10.0,195.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,1.0,TILCOR,VILLE,Feuillu,Non
3.293962496614745,49.85017406585749,Quartier Remicourt,Parc des Champs-Elysées,24.0,8.0,190.0,EN PLACE,Adulte,semi libre,gazon,Groupe,Non,80.0,20.0,1.0,TILCOR,VILLE,Feuillu,Non
